"Issuer","IIN","Format","Type","Country","Scheme"
"jutlander_bank_visa_dankort","45718145","4571 8145 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719201-45719203","4571 9201 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719214","4571 9214 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719216-45719218","4571 9216 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719223","4571 9223 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719231","4571 9231 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719238","4571 9238 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719303","4571 9303 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719336-45719337","4571 9336 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719338","4571 9338 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719339","4571 9339 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719340","4571 9340 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719341","4571 9341 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719351","4571 9351 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719352","4571 9352 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719363","4571 9363 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719436","4571 9436 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719805-45719807","4571 9805 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719809","4571 9809 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719812-45719814","4571 9812 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719838","4571 9838 XXXX XXXX","DEBIT","Denmark","Visa"
"jutlander_bank_visa_dankort","45719851-45719852","4571 9851 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715301","4571 5301 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715302","4571 5302 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715303-45715305","4571 5303 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715306","4571 5306 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715308","4571 5308 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715310","4571 5310 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715311","4571 5311 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715312","4571 5312 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715321-45715322","4571 5321 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715323","4571 5323 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715324","4571 5324 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715325","4571 5325 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715326-45715333","4571 5326 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715336","4571 5336 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715338","4571 5338 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715339","4571 5339 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715341-45715353","4571 5341 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715354","4571 5354 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715355-45715360","4571 5355 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715361","4571 5361 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715362-45715368","4571 5362 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715371-45715372","4571 5371 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715377","4571 5377 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715378","4571 5378 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715379","4571 5379 XXXX XXXX","DEBIT","Denmark","Visa"
"arbejdernes_landsbank_visa_dankort","45715380-45715398","4571 5380 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716460","4571 6460 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716503","4571 6503 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716504-45716507","4571 6504 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716508","4571 6508 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716509","4571 6509 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716510","4571 6510 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716511","4571 6511 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716512","4571 6512 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716513","4571 6513 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716514","4571 6514 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716515","4571 6515 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45716516","4571 6516 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718119","4571 8119 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718120","4571 8120 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718121","4571 8121 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718124","4571 8124 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718126","4571 8126 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718127","4571 8127 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45718490","4571 8490 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45719874","4571 9874 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45719890","4571 9890 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45719891","4571 9891 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45719892","4571 9892 XXXX XXXX","DEBIT","Denmark","Visa"
"banknordik_visa_dankort","45719899","4571 9899 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45710867","4571 0867 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45710868","4571 0868 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45710870-45710871","4571 0870 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45710872","4571 0872 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45710873","4571 0873 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45717381-45717387","4571 7381 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45717391-45717393","4571 7391 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45717396-45717397","4571 7396 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45717399","4571 7399 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45718130-45718133","4571 8130 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45718205","4571 8205 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45718211-45718215","4571 8211 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45718220","4571 8220 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45718223-45718224","4571 8223 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719174","4571 9174 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719261","4571 9261 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719307","4571 9307 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719551","4571 9551 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719560-45719561","4571 9560 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719631","4571 9631 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719686-45719687","4571 9686 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719712","4571 9712 XXXX XXXX","DEBIT","Denmark","Visa"
"den_jyske_sparekasse_visa_dankort","45719823-45719824","4571 9823 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715470","4571 5470 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715471","4571 5471 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715472","4571 5472 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715473","4571 5473 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715474","4571 5474 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715475","4571 5475 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715476","4571 5476 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715478","4571 5478 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715479","4571 5479 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715490","4571 5490 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715491","4571 5491 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715492","4571 5492 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715493","4571 5493 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715494","4571 5494 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715495","4571 5495 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715496","4571 5496 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45715499","4571 5499 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45718113-45718114","4571 8113 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45718117","4571 8117 XXXX XXXX","DEBIT","Denmark","Visa"
"nykredit_bank_visa_dankort","45718128-45718129","4571 8128 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","517012","5170 12XX XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45710866","4571 0866 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716110-45716117","4571 6110 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716119-45716130","4571 6119 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716132","4571 6132 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716180-45716186","4571 6180 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716187","4571 6187 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716188-45716194","4571 6188 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45716230-45716231","4571 6230 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719294","4571 9294 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719298","4571 9298 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719316-45719326","4571 9316 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719328-45719335","4571 9328 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719360-45719362","4571 9360 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719364-45719365","4571 9364 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719368","4571 9368 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719371","4571 9371 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719373","4571 9373 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719376","4571 9376 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719381","4571 9381 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_kronjylland_visa_dankort","45719395","4571 9395 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45710561","4571 0561 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45710725","4571 0725 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45710751","4571 0751 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45710763","4571 0763 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45710824","4571 0824 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45715190-45715192","4571 5190 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45715195","4571 5195 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45715201-45715215","4571 5201 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45715217-45715218","4571 5217 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45715220-45715231","4571 5220 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45716160","4571 6160 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45716540-45716543","4571 6540 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45717000-45717002","4571 7000 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45719080","4571 9080 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45719181","4571 9181 XXXX XXXX","DEBIT","Denmark","Visa"
"fs_bank_visa_dankort","45719189","4571 9189 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717370","4571 7370 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717371","4571 7371 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717372","4571 7372 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717375","4571 7375 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717379","4571 7379 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717400-45717403","4571 7400 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717405-45717407","4571 7405 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717420-45717423","4571 7420 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717428","4571 7428 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717432-45717436","4571 7432 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717530-45717531","4571 7530 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45717535","4571 7535 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45718090-45718091","4571 8090 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45718099","4571 8099 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45719024","4571 9024 XXXX XXXX","DEBIT","Denmark","Visa"
"nordjyske_bank_visa_dankort","45719033","4571 9033 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715950-45715955","4571 5950 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715957","4571 5957 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715959","4571 5959 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715961","4571 5961 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715966-45715967","4571 5966 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715969-45715971","4571 5969 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715974-45715977","4571 5974 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715979-45715980","4571 5979 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715982-45715987","4571 5982 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715989-45715991","4571 5989 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45715993-45715999","4571 5993 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45717724-45717726","4571 7724 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45717729","4571 7729 XXXX XXXX","DEBIT","Denmark","Visa"
"danske_andelskassers_bank_visa_dankort","45717788-45717789","4571 7788 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710813","4571 0813 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710814","4571 0814 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710815","4571 0815 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710816","4571 0816 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710817","4571 0817 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710818","4571 0818 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710819","4571 0819 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710820","4571 0820 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710844","4571 0844 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710860","4571 0860 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710861","4571 0861 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710862","4571 0862 XXXX XXXX","DEBIT","Denmark","Visa"
"fynske_bank_visa_dankort","45710863-45710865","4571 0863 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710755","4571 0755 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710756","4571 0756 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710757","4571 0757 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710758","4571 0758 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710759","4571 0759 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710877","4571 0877 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45710878","4571 0878 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45711681","4571 1681 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45711682","4571 1682 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45711684","4571 1684 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45711685","4571 1685 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45711686","4571 1686 XXXX XXXX","DEBIT","Denmark","Visa"
"middelfart_sparekasse_visa_dankort","45711687","4571 1687 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717440-45717441","4571 7440 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717442","4571 7442 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717443","4571 7443 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717444","4571 7444 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717445-45717449","4571 7445 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717450","4571 7450 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717451","4571 7451 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717452","4571 7452 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717453-45717455","4571 7453 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717456","4571 7456 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45717457-45717459","4571 7457 XXXX XXXX","DEBIT","Denmark","Visa"
"n�rresundby_bank_visa_dankort","45718460-45718461","4571 8460 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45710901","4571 0901 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45711289","4571 1289 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45712225","4571 2225 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45713900","4571 3900 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45714236","4571 4236 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45714571","4571 4571 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45714768","4571 4768 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45715170","4571 5170 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45716532","4571 6532 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45719048","4571 9048 XXXX XXXX","DEBIT","Denmark","Visa"
"unknown_visa_dankort","45719390","4571 9390 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45711519","4571 1519 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719081","4571 9081 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719083","4571 9083 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719086-45719090","4571 9086 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719106-45719112","4571 9106 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719114","4571 9114 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719118-45719120","4571 9118 XXXX XXXX","DEBIT","Denmark","Visa"
"sparekassen_thy_visa_dankort","45719129","4571 9129 XXXX XXXX","DEBIT","Denmark","Visa"
"djurslands_bank_visa_dankort","45717260-45717261","4571 7260 XXXX XXXX","DEBIT","Denmark","Visa"
"djurslands_bank_visa_dankort","45717264-45717268","4571 7264 XXXX XXXX","DEBIT","Denmark","Visa"
"djurslands_bank_visa_dankort","45717300-45717301","4571 7300 XXXX XXXX","DEBIT","Denmark","Visa"
"djurslands_bank_visa_dankort","45717305","4571 7305 XXXX XXXX","DEBIT","Denmark","Visa"
"djurslands_bank_visa_dankort","45717309","4571 7309 XXXX XXXX","DEBIT","Denmark","Visa"
"djurslands_bank_visa_dankort","45717320-45717321","4571 7320 XXXX XXXX","DEBIT","Denmark","Visa"
"dragsholm_sparekasse_visa_dankort","45710533","4571 0533 XXXX XXXX","DEBIT","Denmark","Visa"
"dragsholm_sparekasse_visa_dankort","45710534","4571 0534 XXXX XXXX","DEBIT","Denmark","Visa"
"dragsholm_sparekasse_visa_dankort","45710535","4571 0535 XXXX XXXX","DEBIT","Denmark","Visa"
"dragsholm_sparekasse_visa_dankort","45710537","4571 0537 XXXX XXXX","DEBIT","Denmark","Visa"
"dragsholm_sparekasse_visa_dankort","45710547","4571 0547 XXXX XXXX","DEBIT","Denmark","Visa"
"nationalbanken_visa_dankort","45711001","4571 1001 XXXX XXXX","DEBIT","Denmark","Visa"
"nationalbanken_visa_dankort","45711003","4571 1003 XXXX XXXX","DEBIT","Denmark","Visa"
"nationalbanken_visa_dankort","45711005","4571 1005 XXXX XXXX","DEBIT","Denmark","Visa"
"nationalbanken_visa_dankort","45711011","4571 1011 XXXX XXXX","DEBIT","Denmark","Visa"
"nationalbanken_visa_dankort","45711111","4571 1111 XXXX XXXX","DEBIT","Denmark","Visa"
"saxo_privatbank_visa_dankort","45711187","4571 1187 XXXX XXXX","DEBIT","Denmark","Visa"
"saxo_privatbank_visa_dankort","45717952-45717953","4571 7952 XXXX XXXX","DEBIT","Denmark","Visa"
"saxo_privatbank_visa_dankort","45717955","4571 7955 XXXX XXXX","DEBIT","Denmark","Visa"
"saxo_privatbank_visa_dankort","45718146-45718148","4571 8146 XXXX XXXX","DEBIT","Denmark","Visa"
"saxo_privatbank_visa_dankort","45719694-45719695","4571 9694 XXXX XXXX","DEBIT","Denmark","Visa"
"fr�s_herreds_sparekasse_visa_dankort","45717573","4571 7573 XXXX XXXX","DEBIT","Denmark","Visa"
"fr�s_herreds_sparekasse_visa_dankort","45719733-45719736","4571 9733 XXXX XXXX","DEBIT","Denmark","Visa"
